date,region,app,severity
2025-05-03,Europe,WhatsApp,low
2025-09-23,Asia,Facebook,medium
2025-01-29,Asia,WhatsApp,low
2025-02-04,Asia,WhatsApp,low
2025-01-06,Asia,Instagram,medium
2025-04-21,Europe,WhatsApp,low
2025-03-18,Africa,WhatsApp,low
2025-05-27,Africa,Facebook,low
2025-03-08,Asia,Messenger,low
2025-01-08,South America,Facebook,high
2025-05-02,North America,Instagram,medium
2025-06-24,South America,WhatsApp,low
2025-06-28,South America,WhatsApp,low
2025-03-26,South America,WhatsApp,medium
2025-02-14,Africa,WhatsApp,low
2025-05-16,North America,WhatsApp,low
2025-01-16,South America,WhatsApp,low
2025-07-14,Asia,Instagram,medium
2025-01-09,Africa,WhatsApp,low
2025-01-15,Asia,WhatsApp,low
2025-04-12,Asia,WhatsApp,low
2025-08-14,South America,Instagram,low
2025-04-23,Asia,WhatsApp,low
2025-01-01,North America,Instagram,low
2025-09-23,Asia,Facebook,low
2025-07-27,South America,WhatsApp,low
2025-04-20,Asia,Messenger,low
2025-07-19,Africa,Instagram,medium
2025-01-12,Africa,Facebook,medium
2025-07-07,Africa,Instagram,low
2025-06-03,Europe,Instagram,low
2025-06-20,Africa,Facebook,low
2025-05-14,Africa,WhatsApp,medium
2025-01-25,Europe,WhatsApp,medium
2025-01-18,Africa,Instagram,low
2025-07-09,South America,Facebook,medium
2025-05-21,Africa,WhatsApp,medium
2025-02-12,Africa,Instagram,high
2025-05-26,Europe,Messenger,low
2025-04-02,South America,Facebook,low
2025-06-28,Asia,Messenger,low
2025-02-25,North America,Messenger,medium
2025-06-04,South America,Instagram,medium
2025-06-09,Asia,Facebook,low
2025-04-21,South America,WhatsApp,low
2025-05-17,Asia,WhatsApp,low
2025-08-20,Asia,Instagram,low
2025-08-08,South America,WhatsApp,low
2025-03-09,Europe,WhatsApp,low
2025-09-06,South America,Messenger,low
2025-01-06,South America,Messenger,medium
2025-04-04,Asia,Facebook,low
2025-09-26,North America,Messenger,low
2025-07-16,Asia,WhatsApp,low
2025-01-25,Africa,Facebook,medium
2025-05-28,South America,Facebook,low
2025-04-28,South America,Instagram,high
2025-03-07,Europe,Messenger,low
2025-06-24,Asia,Facebook,high
2025-03-17,Europe,WhatsApp,medium
2025-04-24,South America,Facebook,low
2025-04-21,Asia,Facebook,high
2025-09-06,Asia,Instagram,low
2025-07-22,Africa,WhatsApp,low
2025-05-27,Africa,WhatsApp,low
2025-02-04,North America,Messenger,low
2025-01-26,Africa,WhatsApp,medium
2025-08-26,Asia,Facebook,medium
2025-01-14,Africa,WhatsApp,low
2025-02-14,North America,WhatsApp,low
2025-08-04,South America,Facebook,low
2025-08-21,Africa,Instagram,medium
2025-07-12,Asia,Messenger,low
2025-02-20,South America,Messenger,high
2025-08-02,Asia,Instagram,low
2025-05-31,South America,Facebook,low
2025-03-17,Asia,Messenger,medium
2025-08-08,Africa,Instagram,low
2025-07-06,Africa,Instagram,low
2025-01-28,North America,Instagram,low
2025-06-29,South America,Messenger,low
2025-09-10,North America,Messenger,high
2025-05-06,Europe,Messenger,low
2025-06-26,Africa,Messenger,low
2025-02-06,South America,WhatsApp,low
2025-04-09,North America,Instagram,low
2025-04-08,North America,WhatsApp,medium
2025-05-07,Europe,Instagram,high
2025-06-17,North America,Messenger,medium
2025-03-21,Asia,Messenger,low
2025-05-06,Africa,WhatsApp,low
2025-05-30,North America,Facebook,low
2025-01-16,North America,Messenger,medium
2025-01-28,Europe,Facebook,low
2025-06-22,Asia,Instagram,low
2025-02-15,North America,WhatsApp,high
2025-08-24,Africa,Facebook,low
2025-08-02,Africa,Facebook,low
2025-03-26,North America,Messenger,low
2025-08-20,Asia,Facebook,low
2025-03-26,Africa,Facebook,low
2025-03-06,Africa,Instagram,low
2025-05-14,Asia,WhatsApp,low
2025-05-31,Asia,Messenger,low
2025-04-25,North America,Messenger,medium
2025-03-05,South America,Facebook,low
2025-06-07,Europe,Instagram,medium
2025-03-18,South America,Facebook,low
2025-05-26,South America,Facebook,low
2025-08-13,Africa,Messenger,high
2025-04-13,Asia,Facebook,low
2025-03-29,Africa,Facebook,low
2025-06-17,Europe,Instagram,medium
2025-06-19,North America,Messenger,low
2025-05-15,Europe,WhatsApp,low
2025-02-19,Africa,Instagram,low
2025-05-14,Africa,Instagram,medium
2025-05-17,Africa,Instagram,medium
2025-09-02,Africa,Messenger,low
2025-04-19,South America,Facebook,low
2025-01-21,North America,WhatsApp,low
2025-03-31,South America,Messenger,low
2025-04-22,Africa,Facebook,low
2025-03-18,Asia,Instagram,low
2025-06-26,South America,Messenger,low
2025-05-28,Africa,Facebook,low
2025-04-11,Africa,WhatsApp,high
2025-09-03,North America,WhatsApp,low
2025-04-27,Europe,Facebook,low
2025-04-02,South America,Messenger,low
2025-01-28,South America,Instagram,high
2025-01-25,South America,Facebook,medium
2025-02-27,Africa,Instagram,medium
2025-05-14,North America,WhatsApp,low
2025-09-06,Africa,Facebook,medium
2025-02-07,Africa,WhatsApp,low
2025-03-16,Asia,Instagram,low
2025-05-22,North America,Instagram,low
2025-06-17,South America,Facebook,medium
2025-09-16,Europe,Facebook,medium
2025-08-13,South America,Facebook,medium
2025-06-01,Africa,WhatsApp,high
2025-01-19,North America,Instagram,low
2025-05-26,North America,Instagram,low
2025-08-29,North America,WhatsApp,low
2025-08-25,Asia,Facebook,medium
2025-02-04,South America,Messenger,low
2025-07-09,Asia,Facebook,medium
2025-01-01,Europe,Messenger,low
2025-06-02,Africa,Messenger,low
2025-05-06,Asia,WhatsApp,low
2025-08-14,Asia,Instagram,low
2025-08-09,Africa,Instagram,medium
2025-07-30,North America,Instagram,low
2025-01-25,Africa,Instagram,low
2025-01-16,South America,WhatsApp,low
2025-07-01,Africa,Messenger,low
2025-05-09,North America,Instagram,low
2025-02-11,Africa,Messenger,low
2025-08-24,Asia,WhatsApp,medium
2025-02-03,Europe,Facebook,low
2025-02-14,Asia,WhatsApp,low
2025-05-14,Europe,Instagram,low
2025-01-21,Africa,Facebook,low
2025-05-02,South America,WhatsApp,low
2025-03-11,Africa,WhatsApp,low
2025-02-17,North America,Messenger,low
2025-02-08,Africa,WhatsApp,medium
2025-01-10,Europe,Facebook,low
2025-01-30,Asia,WhatsApp,medium
2025-09-01,South America,Instagram,high
2025-03-29,Africa,Messenger,low
2025-09-01,Africa,Facebook,low
2025-01-15,Asia,Facebook,low
2025-01-04,South America,WhatsApp,low
2025-07-10,Africa,Instagram,medium
2025-06-17,Africa,Messenger,medium
2025-01-09,Europe,Facebook,low
2025-04-19,Europe,Messenger,low
2025-05-17,North America,WhatsApp,low
2025-06-03,Asia,Instagram,low
2025-07-28,South America,WhatsApp,medium
2025-05-23,Africa,Messenger,low
2025-04-09,Africa,WhatsApp,low
2025-03-10,North America,Messenger,medium
2025-09-04,Africa,Facebook,low
2025-09-18,Asia,Facebook,low
2025-03-20,North America,WhatsApp,low
2025-05-26,Asia,Facebook,low
2025-04-21,North America,Messenger,medium
2025-09-15,Africa,Facebook,medium
2025-04-03,North America,Instagram,low
2025-01-13,Europe,Instagram,high
2025-09-17,South America,WhatsApp,low
2025-04-19,Africa,WhatsApp,medium
2025-07-08,South America,WhatsApp,medium
2025-04-05,Africa,WhatsApp,low
2025-04-15,South America,Messenger,medium
2025-01-08,Europe,Messenger,low
2025-03-08,South America,Instagram,low
2025-07-10,North America,Messenger,medium
2025-09-13,South America,Facebook,medium
2025-01-09,Africa,Instagram,medium
2025-04-27,Asia,WhatsApp,medium
2025-09-24,South America,WhatsApp,low
2025-04-09,South America,Messenger,low
2025-06-13,South America,Instagram,high
2025-05-21,Africa,Messenger,low
2025-09-25,South America,Messenger,medium
2025-02-06,Africa,Messenger,low
2025-03-15,Africa,Instagram,medium
2025-03-14,Asia,WhatsApp,low
2025-07-18,North America,Facebook,high
2025-05-10,Africa,WhatsApp,low
2025-09-03,Europe,Instagram,high
2025-03-01,South America,WhatsApp,low
2025-04-13,Europe,WhatsApp,low
2025-05-31,South America,Facebook,medium
2025-06-06,Asia,WhatsApp,medium
2025-07-25,Africa,WhatsApp,high
2025-06-28,North America,WhatsApp,low
2025-07-16,Africa,Messenger,low
2025-08-11,South America,Instagram,low
2025-03-30,North America,Instagram,low
2025-08-24,Africa,Facebook,high
2025-07-02,North America,Messenger,low
2025-07-28,South America,Messenger,low
2025-05-10,Asia,WhatsApp,low
2025-06-02,Asia,Instagram,low
2025-01-13,Africa,Facebook,low
2025-05-02,Europe,Messenger,low
2025-08-08,South America,WhatsApp,low
2025-04-16,Africa,Facebook,low
2025-03-11,Africa,Messenger,high
2025-07-14,Asia,Facebook,low
2025-07-05,North America,Messenger,low
2025-04-09,South America,Facebook,high
2025-03-23,North America,Messenger,medium
2025-03-16,South America,Messenger,high
2025-07-11,Europe,Facebook,high
2025-08-02,Asia,Messenger,low
2025-05-24,Europe,Messenger,medium
2025-08-04,Africa,Messenger,low
2025-01-15,Asia,Facebook,low
2025-08-05,Africa,Facebook,medium
2025-02-04,Europe,Messenger,low
2025-07-02,South America,Messenger,medium
2025-09-27,Africa,Facebook,medium
2025-04-10,North America,WhatsApp,low
2025-01-07,South America,Messenger,medium
2025-01-30,South America,WhatsApp,low
2025-05-24,Europe,Facebook,low
2025-04-21,Europe,Messenger,medium
2025-08-20,Asia,WhatsApp,low
2025-06-28,Asia,Facebook,medium
2025-03-13,North America,WhatsApp,low
2025-07-29,South America,Instagram,low
2025-08-08,North America,Facebook,medium
2025-03-21,North America,Instagram,low
2025-03-24,Europe,Facebook,low
2025-02-11,North America,Facebook,low
2025-07-10,North America,Messenger,medium
2025-06-22,Africa,Instagram,low
2025-01-07,Asia,Instagram,medium
2025-06-04,Asia,Instagram,low
2025-01-10,South America,Facebook,medium
2025-02-03,Asia,Instagram,high
2025-02-05,South America,Instagram,low
2025-01-06,Africa,Messenger,low
2025-08-03,Asia,WhatsApp,medium
2025-05-14,Africa,WhatsApp,medium
2025-05-06,Asia,Instagram,low
2025-06-23,Asia,Instagram,medium
2025-06-01,Africa,Instagram,medium
2025-01-26,North America,Instagram,medium
2025-04-25,North America,WhatsApp,medium
2025-03-16,North America,Messenger,low
2025-06-15,North America,Facebook,high
2025-07-08,Asia,Instagram,low
2025-03-19,Europe,Instagram,low
2025-03-31,Africa,WhatsApp,low
2025-06-25,Europe,Instagram,low
2025-01-21,Europe,Messenger,low
2025-02-23,South America,Messenger,low
2025-07-03,North America,Instagram,low
2025-08-10,Asia,WhatsApp,medium
2025-06-28,North America,Instagram,low
2025-04-22,North America,Instagram,low
2025-08-12,Europe,WhatsApp,low
2025-08-02,South America,Messenger,low
2025-02-28,North America,Facebook,low
2025-04-19,Africa,Instagram,low
2025-06-06,Africa,Messenger,high
2025-07-10,North America,Instagram,medium
2025-07-19,Europe,Facebook,medium
2025-07-15,Europe,WhatsApp,low
2025-02-04,Asia,Messenger,low
2025-09-03,South America,Facebook,low
2025-08-25,Europe,Instagram,medium
2025-04-14,Asia,Facebook,low
2025-01-07,Africa,Messenger,low
2025-01-01,Africa,WhatsApp,low
2025-08-07,Africa,Instagram,low
2025-08-18,North America,WhatsApp,high
2025-06-21,South America,WhatsApp,medium
2025-03-28,Asia,Facebook,medium
2025-02-10,South America,Facebook,low
2025-05-03,North America,Messenger,medium
2025-06-27,Asia,Messenger,medium
2025-03-04,Asia,WhatsApp,high
2025-06-14,Europe,Messenger,low
2025-07-06,South America,WhatsApp,low
2025-07-28,South America,Instagram,medium
2025-08-15,Europe,WhatsApp,low
2025-02-17,Africa,Messenger,medium
2025-08-12,North America,Messenger,high
2025-01-03,South America,WhatsApp,low
2025-06-24,Europe,Facebook,low
2025-04-09,Asia,WhatsApp,low
2025-04-26,Europe,WhatsApp,medium
2025-09-27,Africa,Facebook,medium
2025-09-10,North America,Instagram,low
2025-04-05,Africa,Facebook,low
2025-01-24,Asia,Messenger,low
2025-04-26,Asia,Facebook,medium
2025-05-31,Asia,Messenger,low
2025-02-19,Asia,Messenger,low
2025-07-25,Europe,WhatsApp,medium
2025-03-20,Asia,WhatsApp,low
2025-03-11,Asia,Instagram,low
2025-01-27,Europe,Messenger,low
2025-09-28,Asia,WhatsApp,low
2025-02-19,Africa,Messenger,low
2025-09-04,Africa,Instagram,high
2025-09-21,South America,Messenger,medium
2025-03-20,Africa,Instagram,medium
2025-07-09,North America,Instagram,high
2025-02-16,North America,Instagram,low
2025-07-08,North America,WhatsApp,low
2025-09-13,Europe,Facebook,low
2025-08-10,Africa,Facebook,medium
2025-08-29,North America,WhatsApp,medium
2025-09-26,South America,Messenger,low
2025-01-01,Europe,WhatsApp,low
2025-02-03,South America,Messenger,low
2025-03-20,Africa,Instagram,low
2025-08-24,Asia,WhatsApp,medium
2025-04-08,South America,Facebook,low
2025-03-23,Asia,Messenger,high
2025-07-11,Europe,WhatsApp,low
2025-09-10,South America,WhatsApp,medium
2025-02-07,South America,Messenger,high
2025-01-14,Europe,Instagram,high
2025-07-28,Europe,Instagram,low
2025-03-30,North America,Instagram,low
2025-02-25,Africa,Instagram,low
2025-04-04,South America,Messenger,low
2025-04-03,South America,Facebook,medium
2025-03-26,Europe,WhatsApp,high
2025-09-02,Europe,WhatsApp,low
2025-01-22,Africa,Instagram,low
2025-05-02,Europe,Messenger,low
2025-05-08,Asia,Facebook,medium
2025-04-23,Asia,Facebook,high
2025-05-10,Asia,WhatsApp,low
2025-05-12,Asia,Instagram,low
2025-03-26,Africa,WhatsApp,medium
2025-03-22,South America,WhatsApp,medium
2025-03-10,Asia,Facebook,low
2025-05-28,Europe,Messenger,medium
2025-01-16,Asia,Facebook,high
2025-04-15,Africa,WhatsApp,low
2025-06-14,Europe,Instagram,low
2025-07-20,Asia,Instagram,low
2025-07-16,South America,Messenger,low
2025-07-04,Europe,Messenger,low
2025-09-22,Europe,Messenger,low
2025-04-10,South America,WhatsApp,low
2025-08-02,Europe,WhatsApp,low
2025-06-11,Asia,Messenger,low
2025-06-06,Europe,Instagram,low
2025-09-08,Asia,Instagram,medium
2025-04-07,South America,Instagram,medium
2025-01-18,North America,WhatsApp,low
2025-04-07,South America,Facebook,low
2025-01-01,Asia,Instagram,medium
2025-08-04,Africa,Instagram,low
2025-05-12,South America,Instagram,high
2025-09-17,Africa,Messenger,low
2025-05-05,Africa,WhatsApp,medium
2025-03-23,Asia,Messenger,low
2025-06-20,Asia,Messenger,medium
2025-02-28,North America,Facebook,medium
2025-02-01,Europe,Messenger,high
2025-06-10,South America,Facebook,high
2025-04-16,Asia,Messenger,low
2025-04-15,South America,Instagram,low
2025-08-16,Africa,WhatsApp,low
2025-07-07,Europe,Messenger,low
2025-03-11,North America,Facebook,low
2025-03-28,South America,WhatsApp,medium
2025-02-25,Europe,Facebook,high
2025-04-23,North America,Instagram,low
2025-01-13,South America,Messenger,low
2025-01-18,Europe,WhatsApp,low
2025-07-01,Asia,Instagram,medium
2025-04-23,South America,Messenger,low
2025-08-17,Europe,Messenger,high
2025-06-20,North America,Facebook,medium
2025-07-08,Europe,Facebook,medium
2025-03-20,Asia,Instagram,low
2025-05-26,South America,Facebook,low
2025-07-01,South America,Instagram,high
2025-09-07,South America,Instagram,medium
2025-07-15,Asia,Instagram,high
2025-03-12,North America,Facebook,low
2025-09-05,South America,WhatsApp,medium
2025-05-26,North America,Instagram,low
2025-04-16,Europe,WhatsApp,medium
2025-09-20,North America,Messenger,medium
2025-03-11,North America,Facebook,medium
2025-07-12,South America,Facebook,medium
2025-03-09,Africa,WhatsApp,low
2025-02-21,Africa,Messenger,high
2025-01-09,Asia,Messenger,high
2025-09-08,Asia,Instagram,low
2025-07-03,Africa,Facebook,high
2025-06-28,Europe,Messenger,low
2025-07-17,South America,Messenger,medium
2025-05-08,South America,Instagram,low
2025-01-20,Europe,Instagram,high
2025-03-06,Europe,WhatsApp,low
2025-07-01,Africa,Facebook,low
2025-08-29,Asia,Messenger,low
